PassengerId,Survived
1,0.5558932
2,0.5225759
3,0.36060327
4,0.5225759
5,0.38544112
6,0.38544112
7,0.37274948
8,0.37408388
9,0.55433655
10,0.5127753
11,0.55433655
12,0.36060327
13,0.36060327
14,0.29601142
15,0.36060327
16,0.36060327
17,0.37493768
18,0.37206233
19,0.5558932
20,0.38544112
21,0.37206233
22,0.37206233
23,0.37206233
24,0.38544112
25,0.37493768
26,0.37493768
27,0.38544112
28,0.37408388
29,0.37206233
30,0.37206233
31,0.37274948
32,0.5127753
33,0.37206233
34,0.37206233
35,0.5127753
36,0.5558932
37,0.38544112
38,0.37206233
39,0.55433655
40,0.5225759
41,0.5225759
42,0.5558932
43,0.37206233
44,0.5204351
45,0.37274948
46,0.37274948
47,0.5127753
48,0.37206233
49,0.55433655
50,0.5127753
51,0.37408388
52,0.36060327
53,0.5558932
54,0.5225759
55,0.5377526
56,0.38544112
57,0.38544112
58,0.36060327
59,0.54707855
60,0.29601142
61,0.37206233
62,0.36060327
63,0.5558932
64,0.29601142
65,0.38544112
66,0.55433655
67,0.37274948
68,0.38544112
69,0.37493768
70,0.5347917
71,0.37206233
72,0.37493768
73,0.38544112
74,0.5127753
75,0.37274948
76,0.36060327
77,0.36060327
78,0.38544112
79,0.5764188
80,0.37206233
81,0.37274948
82,0.37274948
83,0.37274948
84,0.37206233
85,0.38544112
86,0.5204351
87,0.37408388
88,0.37274948
89,0.37408388
90,0.36060327
91,0.37206233
92,0.38544112
93,0.5558932
94,0.44841352
95,0.37206233
96,0.38544112
97,0.38544112
98,0.5127753
99,0.5225759
100,0.5225759
101,0.37274948
102,0.37206233
103,0.5377526
104,0.36060327
105,0.5764188
106,0.37274948
107,0.38544112
108,0.38544112
109,0.38544112
110,0.5127753
111,0.37206233
112,0.5225759
113,0.37274948
114,0.5377526
115,0.38544112
116,0.36060327
117,0.37206233
118,0.5127753
119,0.5225759
120,0.37493768
121,0.5347917
122,0.37274948
123,0.5377526
124,0.37274948
125,0.5225759
126,0.5225759
127,0.37206233
128,0.37274948
129,0.5347917
130,0.38544112
131,0.37206233
132,0.38544112
133,0.5225759
134,0.5558932
135,0.36060327
136,0.38544112
137,0.5764188
138,0.5127753
139,0.37274948
140,0.38544112
141,0.5690433
142,0.37274948
143,0.5225759
144,0.37274948
145,0.38544112
146,0.5690433
147,0.38544112
148,0.29601142
149,0.55433655
150,0.38544112
151,0.37274948
152,0.5558932
153,0.37274948
154,0.5690433
155,0.37206233
156,0.5225759
157,0.37206233
158,0.36060327
159,0.38544112
160,0.29601142
161,0.5558932
162,0.37206233
163,0.36060327
164,0.37206233
165,0.37408388
166,0.5764188
167,0.5377526
168,0.37408388
169,0.37274948
170,0.37206233
171,0.37206233
172,0.33110914
173,0.5347917
174,0.37274948
175,0.38544112
176,0.55433655
177,0.33110914
178,0.37206233
179,0.38544112
180,0.36060327
181,0.37493768
182,0.37274948
183,0.33110914
184,0.44841352
185,0.5347917
186,0.36060327
187,0.5377526
188,0.37274948
189,0.5347917
190,0.38544112
191,0.36060327
192,0.37274948
193,0.5558932
194,0.5764188
195,0.37206233
196,0.37206233
197,0.37206233
198,0.5558932
199,0.36060327
200,0.36060327
201,0.37274948
202,0.33110914
203,0.38544112
204,0.38544112
205,0.38544112
206,0.5127753
207,0.5127753
208,0.38544112
209,0.37274948
210,0.37206233
211,0.37274948
212,0.38544112
213,0.38544112
214,0.37274948
215,0.5225759
216,0.5225759
217,0.38544112
218,0.5377526
219,0.38544112
220,0.36060327
221,0.36060327
222,0.38544112
223,0.38544112
224,0.38544112
225,0.5558932
226,0.37274948
227,0.37206233
228,0.37274948
229,0.37274948
230,0.33110914
231,0.5127753
232,0.37274948
233,0.38544112
234,0.37408388
235,0.37274948
236,0.38544112
237,0.5558932
238,0.5690433
239,0.37206233
240,0.38544112
241,0.5127753
242,0.5377526
243,0.36060327
244,0.36060327
245,0.36060327
246,0.55433655
247,0.36060327
248,0.5690433
249,0.5347917
250,0.5127753
251,0.38544112
252,0.5347917
253,0.37274948
254,0.5127753
255,0.5690433
256,0.5347917
257,0.36060327
258,0.36060327
259,0.36060327
260,0.5127753
261,0.38544112
262,0.29601142
263,0.5690433
264,0.37206233
265,0.36060327
266,0.36060327
267,0.37408388
268,0.5377526
269,0.5127753
270,0.36060327
271,0.37206233
272,0.37274948
273,0.5225759
274,0.5225759
275,0.36060327
276,0.5558932
277,0.38544112
278,0.38544112
279,0.37493768
280,0.5690433
281,0.36060327
282,0.38544112
283,0.36060327
284,0.38544112
285,0.36060327
286,0.37274948
287,0.37206233
288,0.36060327
289,0.38544112
290,0.36060327
291,0.37274948
292,0.5558932
293,0.37206233
294,0.36060327
295,0.36060327
296,0.37206233
297,0.36060327
298,0.44841352
299,0.37274948
300,0.5225759
301,0.38544112
302,0.55433655
303,0.37206233
304,0.36060327
305,0.38544112
306,0.45157817
307,0.37206233
308,0.5377526
309,0.5127753
310,0.37274948
311,0.36060327
312,0.33110914
313,0.5764188
314,0.38544112
315,0.5690433
316,0.36060327
317,0.5225759
318,0.38544112
319,0.55433655
320,0.5764188
321,0.36060327
322,0.37274948
323,0.38544112
324,0.55433655
325,0.37408388
326,0.38544112
327,0.37274948
328,0.37274948
329,0.5347917
330,0.5127753
331,0.55433655
332,0.37274948
333,0.5558932
334,0.55433655
335,0.5225759
336,0.37206233
337,0.5225759
338,0.37274948
339,0.36060327
340,0.37206233
341,0.5347917
342,0.29601142
343,0.36060327
344,0.36060327
345,0.38544112
346,0.36060327
347,0.38544112
348,0.5127753
349,0.55433655
350,0.36060327
351,0.37274948
352,0.36060327
353,0.55433655
354,0.5558932
355,0.37206233
356,0.38544112
357,0.5558932
358,0.38544112
359,0.36060327
360,0.36060327
361,0.33110914
362,0.5225759
363,0.5558932
364,0.37206233
365,0.5377526
366,0.38544112
367,0.5225759
368,0.37274948
369,0.37274948
370,0.36060327
371,0.5127753
372,0.5377526
373,0.37274948
374,0.37274948
375,0.37408388
376,0.5127753
377,0.37274948
378,0.5347917
379,0.36060327
380,0.37274948
381,0.37274948
382,0.55433655
383,0.37274948
384,0.5377526
385,0.36060327
386,0.36060327
387,0.37408388
388,0.36060327
389,0.38544112
390,0.36060327
391,0.44841352
392,0.37274948
393,0.5690433
394,0.5558932
395,0.5690433
396,0.38544112
397,0.36060327
398,0.37206233
399,0.38544112
400,0.36060327
401,0.38544112
402,0.36060327
403,0.5127753
404,0.5558932
405,0.38544112
406,0.5558932
407,0.38544112
408,0.5764188
409,0.36060327
410,0.37493768
411,0.37274948
412,0.36060327
413,0.5558932
414,0.38544112
415,0.38544112
416,0.37206233
417,0.5347917
418,0.5764188
419,0.37274948
420,0.5764188
421,0.37274948
422,0.38544112
423,0.37274948
424,0.5347917
425,0.5764188
426,0.38544112
427,0.5377526
428,0.36060327
429,0.37274948
430,0.38544112
431,0.38544112
432,0.5377526
433,0.5225759
434,0.37206233
435,0.5225759
436,0.44841352
437,0.33110914
438,0.37493768
439,0.33110914
440,0.38544112
441,0.5690433
442,0.36060327
443,0.5558932
444,0.37274948
445,0.36060327
446,0.5347917
447,0.5225759
448,0.37206233
449,0.5204351
450,0.36060327
451,0.45157817
452,0.5127753
453,0.38544112
454,0.5225759
455,0.37274948
456,0.37274948
457,0.36060327
458,0.5127753
459,0.36060327
460,0.36060327
461,0.36060327
462,0.36060327
463,0.37206233
464,0.37274948
465,0.37206233
466,0.37274948
467,0.37206233
468,0.36060327
469,0.37274948
470,0.5204351
471,0.36060327
472,0.36060327
473,0.44841352
474,0.37206233
475,0.37274948
476,0.38544112
477,0.5225759
478,0.5558932
479,0.36060327
480,0.5377526
481,0.29601142
482,0.38544112
483,0.36060327
484,0.36060327
485,0.5225759
486,0.37408388
487,0.5558932
488,0.37206233
489,0.38544112
490,0.5347917
491,0.5377526
492,0.37206233
493,0.37274948
494,0.36060327
495,0.38544112
496,0.38544112
497,0.5225759
498,0.37274948
499,0.54707855
500,0.37274948
501,0.38544112
502,0.37206233
503,0.36060327
504,0.36060327
505,0.36060327
506,0.5377526
507,0.55433655
508,0.36060327
509,0.37274948
510,0.37274948
511,0.37206233
512,0.37274948
513,0.36060327
514,0.5127753
515,0.36060327
516,0.36060327
517,0.36060327
518,0.38544112
519,0.5127753
520,0.38544112
521,0.37274948
522,0.37206233
523,0.37206233
524,0.5127753
525,0.37274948
526,0.36060327
527,0.36060327
528,0.37206233
529,0.36060327
530,0.44841352
531,0.55433655
532,0.38544112
533,0.5690433
534,0.5690433
535,0.37274948
536,0.5690433
537,0.38544112
538,0.37206233
539,0.36060327
540,0.5347917
541,0.55433655
542,0.37493768
543,0.33110914
544,0.5127753
545,0.5225759
546,0.38544112
547,0.5127753
548,0.36060327
549,0.5764188
550,0.5347917
551,0.55433655
552,0.36060327
553,0.37206233
554,0.36060327
555,0.37206233
556,0.37206233
557,0.5127753
558,0.36060327
559,0.55433655
560,0.5127753
561,0.36060327
562,0.37206233
563,0.38544112
564,0.38544112
565,0.37206233
566,0.55433655
567,0.37274948
568,0.37408388
569,0.37274948
570,0.37206233
571,0.36060327
572,0.5690433
573,0.37274948
574,0.37206233
575,0.37206233
576,0.37274948
577,0.37274948
578,0.5127753
579,0.5377526
580,0.36060327
581,0.5764188
582,0.55433655
583,0.38544112
584,0.37274948
585,0.37274948
586,0.5347917
587,0.37274948
588,0.55433655
589,0.37274948
590,0.37274948
591,0.37206233
592,0.5377526
593,0.37206233
594,0.5764188
595,0.5558932
596,0.5764188
597,0.38544112
598,0.38544112
599,0.37206233
600,0.5377526
601,0.54707855
602,0.38544112
603,0.37274948
604,0.36060327
605,0.37206233
606,0.5225759
607,0.37206233
608,0.37206233
609,0.54707855
610,0.37206233
611,0.37493768
612,0.36060327
613,0.5225759
614,0.37274948
615,0.37206233
616,0.54707855
617,0.55433655
618,0.5558932
619,0.44841352
620,0.37206233
621,0.5377526
622,0.5127753
623,0.55433655
624,0.38544112
625,0.38544112
626,0.36060327
627,0.37206233
628,0.36060327
629,0.38544112
630,0.37206233
631,0.38544112
632,0.37206233
633,0.37274948
634,0.37206233
635,0.37408388
636,0.36060327
637,0.38544112
638,0.5690433
639,0.33110914
640,0.5127753
641,0.37274948
642,0.37206233
643,0.29601142
644,0.37274948
645,0.5204351
646,0.5558932
647,0.36060327
648,0.37206233
649,0.37274948
650,0.36060327
651,0.36060327
652,0.5558932
653,0.38544112
654,0.37206233
655,0.36060327
656,0.5764188
657,0.37274948
658,0.5690433
659,0.36060327
660,0.5690433
661,0.5347917
662,0.37274948
663,0.36060327
664,0.37274948
665,0.5558932
666,0.5764188
667,0.37274948
668,0.37274948
669,0.37206233
670,0.5127753
671,0.5347917
672,0.5377526
673,0.36060327
674,0.36060327
675,0.37206233
676,0.36060327
677,0.36060327
678,0.36060327
679,0.37493768
680,0.5225759
681,0.37206233
682,0.37206233
683,0.37274948
684,0.37493768
685,0.55433655
686,0.5204351
687,0.33110914
688,0.38544112
689,0.37274948
690,0.5127753
691,0.5558932
692,0.5127753
693,0.38544112
694,0.37206233
695,0.37274948
696,0.37206233
697,0.38544112
698,0.36060327
699,0.5764188
700,0.37206233
701,0.5558932
702,0.36060327
703,0.5225759
704,0.37274948
705,0.5225759
706,0.37274948
707,0.36060327
708,0.37206233
709,0.37274948
710,0.55433655
711,0.37274948
712,0.37206233
713,0.5225759
714,0.38544112
715,0.37206233
716,0.36060327
717,0.37274948
718,0.37274948
719,0.37274948
720,0.36060327
721,0.5225759
722,0.5558932
723,0.37274948
724,0.37206233
725,0.5225759
726,0.38544112
727,0.54707855
728,0.38544112
729,0.5225759
730,0.5377526
731,0.37206233
732,0.37274948
733,0.37206233
734,0.37274948
735,0.38544112
736,0.36060327
737,0.33110914
738,0.37274948
739,0.37274948
740,0.37274948
741,0.38544112
742,0.5558932
743,0.37408388
744,0.5225759
745,0.36060327
746,0.55433655
747,0.55433655
748,0.38544112
749,0.5377526
750,0.38544112
751,0.5690433
752,0.5225759
753,0.36060327
754,0.37274948
755,0.44841352
756,0.55433655
757,0.37274948
758,0.38544112
759,0.36060327
760,0.37206233
761,0.38544112
762,0.38544112
763,0.37206233
764,0.5204351
765,0.36060327
766,0.5225759
767,0.37274948
768,0.37274948
769,0.5377526
770,0.37206233
771,0.38544112
772,0.36060327
773,0.36060327
774,0.36060327
775,0.37493768
776,0.37274948
777,0.37206233
778,0.37206233
779,0.38544112
780,0.5377526
781,0.37206233
782,0.5377526
783,0.37274948
784,0.44841352
785,0.38544112
786,0.37206233
787,0.37206233
788,0.37493768
789,0.45157817
790,0.38544112
791,0.36060327
792,0.37206233
793,0.33110914
794,0.36060327
795,0.37206233
796,0.36060327
797,0.37274948
798,0.37274948
799,0.36060327
800,0.55433655
801,0.36060327
802,0.5690433
803,0.44841352
804,0.5377526
805,0.37274948
806,0.37206233
807,0.37274948
808,0.36060327
809,0.36060327
810,0.5127753
811,0.38544112
812,0.36060327
813,0.37206233
814,0.37493768
815,0.38544112
816,0.37206233
817,0.38544112
818,0.5764188
819,0.36060327
820,0.37493768
821,0.5347917
822,0.37206233
823,0.37206233
824,0.5127753
825,0.33110914
826,0.38544112
827,0.37206233
828,0.5347917
829,0.36060327
830,0.37274948
831,0.5225759
