PassengerId,Survived
1,0.5099271535873413
2,0.4976454973220825
3,0.47885653376579285
4,0.4976454973220825
5,0.48405492305755615
6,0.48405492305755615
7,0.47885653376579285
8,0.4929748475551605
9,0.5008547306060791
10,0.4976454973220825
11,0.5008547306060791
12,0.47885653376579285
13,0.47885653376579285
14,0.4929748475551605
15,0.47885653376579285
16,0.47885653376579285
17,0.489268034696579
18,0.48405492305755615
19,0.5099271535873413
20,0.48405492305755615
21,0.48405492305755615
22,0.48405492305755615
23,0.48405492305755615
24,0.48405492305755615
25,0.489268034696579
26,0.489268034696579
27,0.48405492305755615
28,0.4929748475551605
29,0.48405492305755615
30,0.48405492305755615
31,0.47885653376579285
32,0.4976454973220825
33,0.48405492305755615
34,0.48405492305755615
35,0.4976454973220825
36,0.5099271535873413
37,0.48405492305755615
38,0.48405492305755615
39,0.5008547306060791
40,0.4976454973220825
41,0.4976454973220825
42,0.5099271535873413
43,0.48405492305755615
44,0.489268034696579
45,0.47885653376579285
46,0.47885653376579285
47,0.4976454973220825
48,0.48405492305755615
49,0.5008547306060791
50,0.4976454973220825
51,0.4929748475551605
52,0.47885653376579285
53,0.5099271535873413
54,0.4976454973220825
55,0.5099271535873413
56,0.48405492305755615
57,0.48405492305755615
58,0.47885653376579285
59,0.4929748475551605
60,0.4929748475551605
61,0.48405492305755615
62,0.47885653376579285
63,0.5099271535873413
64,0.4929748475551605
65,0.48405492305755615
66,0.5008547306060791
67,0.47885653376579285
68,0.48405492305755615
69,0.489268034696579
70,0.5032016038894653
71,0.48405492305755615
72,0.489268034696579
73,0.48405492305755615
74,0.4976454973220825
75,0.47885653376579285
76,0.47885653376579285
77,0.47885653376579285
78,0.48405492305755615
79,0.5008547306060791
80,0.48405492305755615
81,0.47885653376579285
82,0.47885653376579285
83,0.47885653376579285
84,0.48405492305755615
85,0.48405492305755615
86,0.489268034696579
87,0.4929748475551605
88,0.47885653376579285
89,0.4929748475551605
90,0.47885653376579285
91,0.48405492305755615
92,0.48405492305755615
93,0.5099271535873413
94,0.4929748475551605
95,0.48405492305755615
96,0.48405492305755615
97,0.48405492305755615
98,0.4976454973220825
99,0.4976454973220825
100,0.4976454973220825
101,0.47885653376579285
102,0.48405492305755615
103,0.5099271535873413
104,0.47885653376579285
105,0.5008547306060791
106,0.47885653376579285
