PassengerId,Survived
1,0.5757369
2,0.53304124
3,0.36024082
4,0.53304124
5,0.32529196
6,0.32529196
7,0.32389414
8,0.3889294
9,0.56163573
10,0.5262716
11,0.56163573
12,0.36024082
13,0.36024082
14,0.26131785
15,0.36024082
16,0.36024082
17,0.3269685
18,0.31393364
19,0.5757369
20,0.32529196
21,0.31393364
22,0.31393364
23,0.31393364
24,0.32529196
25,0.3269685
26,0.3269685
27,0.32529196
28,0.3889294
29,0.31393364
30,0.31393364
31,0.32389414
32,0.5262716
33,0.31393364
34,0.31393364
35,0.5262716
36,0.5757369
37,0.32529196
38,0.31393364
39,0.56163573
40,0.53304124
41,0.53304124
42,0.5757369
43,0.31393364
44,0.44759628
45,0.32389414
46,0.32389414
47,0.5262716
48,0.31393364
49,0.56163573
50,0.5262716
51,0.3889294
52,0.36024082
53,0.5757369
54,0.53304124
55,0.54057914
56,0.32529196
57,0.32529196
58,0.36024082
59,0.5214072
60,0.26131785
61,0.31393364
62,0.36024082
63,0.5757369
64,0.26131785
65,0.32529196
66,0.56163573
67,0.32389414
68,0.32529196
69,0.3269685
70,0.5343767
71,0.31393364
72,0.3269685
73,0.32529196
74,0.5262716
75,0.32389414
76,0.36024082
77,0.36024082
78,0.32529196
79,0.5714214
80,0.31393364
81,0.32389414
82,0.32389414
83,0.32389414
84,0.31393364
85,0.32529196
86,0.44759628
87,0.3889294
88,0.32389414
89,0.3889294
90,0.36024082
91,0.31393364
92,0.32529196
93,0.5757369
94,0.43400162
95,0.31393364
96,0.32529196
97,0.32529196
98,0.5262716
99,0.53304124
100,0.53304124
101,0.32389414
102,0.31393364
103,0.54057914
104,0.36024082
105,0.5714214
106,0.32389414
107,0.32529196
108,0.32529196
109,0.32529196
110,0.5262716
111,0.31393364
112,0.53304124
113,0.32389414
114,0.54057914
115,0.32529196
116,0.36024082
117,0.31393364
118,0.5262716
119,0.53304124
120,0.3269685
121,0.5343767
122,0.32389414
123,0.54057914
124,0.32389414
125,0.53304124
126,0.53304124
127,0.31393364
128,0.32389414
129,0.5343767
130,0.32529196
131,0.31393364
132,0.32529196
133,0.53304124
134,0.5757369
135,0.36024082
136,0.32529196
137,0.5714214
138,0.5262716
139,0.32389414
140,0.32529196
141,0.60195845
142,0.32389414
143,0.53304124
144,0.32389414
145,0.32529196
146,0.60195845
147,0.32529196
148,0.26131785
149,0.56163573
150,0.32529196
151,0.32389414
152,0.5757369
153,0.32389414
154,0.60195845
155,0.31393364
156,0.53304124
157,0.31393364
158,0.36024082
159,0.32529196
160,0.26131785
161,0.5757369
162,0.31393364
163,0.36024082
164,0.31393364
165,0.3889294
166,0.5714214
167,0.54057914
168,0.3889294
169,0.32389414
170,0.31393364
171,0.31393364
172,0.29179257
173,0.5343767
174,0.32389414
175,0.32529196
176,0.56163573
177,0.29179257
178,0.31393364
179,0.32529196
180,0.36024082
181,0.3269685
182,0.32389414
183,0.29179257
184,0.43400162
185,0.5343767
186,0.36024082
187,0.54057914
188,0.32389414
189,0.5343767
190,0.32529196
191,0.36024082
192,0.32389414
193,0.5757369
194,0.5714214
195,0.31393364
196,0.31393364
197,0.31393364
198,0.5757369
199,0.36024082
200,0.36024082
201,0.32389414
202,0.29179257
203,0.32529196
204,0.32529196
205,0.32529196
206,0.5262716
207,0.5262716
208,0.32529196
209,0.32389414
210,0.31393364
211,0.32389414
212,0.32529196
213,0.32529196
214,0.32389414
215,0.53304124
216,0.53304124
217,0.32529196
218,0.54057914
219,0.32529196
220,0.36024082
221,0.36024082
222,0.32529196
223,0.32529196
224,0.32529196
225,0.5757369
226,0.32389414
227,0.31393364
228,0.32389414
229,0.32389414
230,0.29179257
231,0.5262716
232,0.32389414
233,0.32529196
234,0.3889294
235,0.32389414
236,0.32529196
237,0.5757369
238,0.60195845
239,0.31393364
240,0.32529196
241,0.5262716
242,0.54057914
243,0.36024082
244,0.36024082
245,0.36024082
246,0.56163573
247,0.36024082
248,0.60195845
249,0.5343767
250,0.5262716
251,0.32529196
252,0.5343767
253,0.32389414
254,0.5262716
255,0.60195845
256,0.5343767
257,0.36024082
258,0.36024082
259,0.36024082
260,0.5262716
261,0.32529196
262,0.26131785
