PassengerId,Survived
1,0.5757369
2,0.5384295
3,0.36024082
4,0.5384295
5,0.32135195
6,0.32135195
7,0.32389414
8,0.3889294
9,0.56163573
10,0.52635586
11,0.56163573
12,0.36024082
13,0.36024082
14,0.26131785
15,0.36024082
16,0.36024082
17,0.32090726
18,0.30529842
19,0.5757369
20,0.32135195
21,0.30529842
22,0.30529842
23,0.30529842
24,0.32135195
25,0.32090726
26,0.32090726
27,0.32135195
28,0.3889294
29,0.30529842
30,0.30529842
31,0.32389414
32,0.52635586
33,0.30529842
34,0.30529842
35,0.52635586
36,0.5757369
37,0.32135195
38,0.30529842
39,0.56163573
40,0.5384295
41,0.5384295
42,0.5757369
43,0.30529842
44,0.44495025
45,0.32389414
46,0.32389414
47,0.52635586
48,0.30529842
49,0.56163573
50,0.52635586
51,0.3889294
52,0.36024082
53,0.5757369
54,0.5384295
55,0.54057914
56,0.32135195
57,0.32135195
58,0.36024082
59,0.5214072
60,0.26131785
61,0.30529842
62,0.36024082
63,0.5757369
64,0.26131785
65,0.32135195
66,0.56163573
67,0.32389414
68,0.32135195
69,0.32090726
70,0.5332889
71,0.30529842
72,0.32090726
73,0.32135195
74,0.52635586
75,0.32389414
76,0.36024082
77,0.36024082
78,0.32135195
79,0.5714214
80,0.30529842
81,0.32389414
82,0.32389414
83,0.32389414
84,0.30529842
85,0.32135195
86,0.44495025
87,0.3889294
88,0.32389414
89,0.3889294
90,0.36024082
91,0.30529842
92,0.32135195
93,0.5757369
94,0.43400162
95,0.30529842
96,0.32135195
97,0.32135195
98,0.52635586
99,0.5384295
100,0.5384295
101,0.32389414
102,0.30529842
103,0.54057914
104,0.36024082
105,0.5714214
106,0.32389414
107,0.32135195
108,0.32135195
109,0.32135195
110,0.52635586
111,0.30529842
112,0.5384295
113,0.32389414
114,0.54057914
115,0.32135195
116,0.36024082
117,0.30529842
118,0.52635586
119,0.5384295
120,0.32090726
121,0.5332889
122,0.32389414
123,0.54057914
124,0.32389414
125,0.5384295
126,0.5384295
127,0.30529842
128,0.32389414
129,0.5332889
130,0.32135195
131,0.30529842
132,0.32135195
133,0.5384295
134,0.5757369
135,0.36024082
136,0.32135195
137,0.5714214
138,0.52635586
139,0.32389414
140,0.32135195
141,0.6049761
142,0.32389414
143,0.5384295
144,0.32389414
145,0.32135195
146,0.6049761
147,0.32135195
148,0.26131785
149,0.56163573
150,0.32135195
151,0.32389414
152,0.5757369
153,0.32389414
154,0.6049761
155,0.30529842
156,0.5384295
157,0.30529842
158,0.36024082
159,0.32135195
160,0.26131785
161,0.5757369
162,0.30529842
163,0.36024082
164,0.30529842
165,0.3889294
166,0.5714214
167,0.54057914
168,0.3889294
169,0.32389414
170,0.30529842
171,0.30529842
172,0.2895847
173,0.5332889
174,0.32389414
175,0.32135195
176,0.56163573
177,0.2895847
178,0.30529842
179,0.32135195
180,0.36024082
181,0.32090726
182,0.32389414
183,0.2895847
184,0.43400162
185,0.5332889
186,0.36024082
187,0.54057914
188,0.32389414
189,0.5332889
190,0.32135195
191,0.36024082
192,0.32389414
193,0.5757369
194,0.5714214
195,0.30529842
196,0.30529842
197,0.30529842
198,0.5757369
199,0.36024082
200,0.36024082
201,0.32389414
202,0.2895847
203,0.32135195
204,0.32135195
205,0.32135195
206,0.52635586
207,0.52635586
208,0.32135195
209,0.32389414
210,0.30529842
211,0.32389414
212,0.32135195
213,0.32135195
214,0.32389414
215,0.5384295
216,0.5384295
217,0.32135195
218,0.54057914
219,0.32135195
220,0.36024082
221,0.36024082
222,0.32135195
223,0.32135195
224,0.32135195
225,0.5757369
226,0.32389414
227,0.30529842
228,0.32389414
229,0.32389414
230,0.2895847
231,0.52635586
232,0.32389414
233,0.32135195
234,0.3889294
235,0.32389414
236,0.32135195
237,0.5757369
238,0.6049761
239,0.30529842
240,0.32135195
241,0.52635586
242,0.54057914
243,0.36024082
244,0.36024082
245,0.36024082
246,0.56163573
247,0.36024082
248,0.6049761
249,0.5332889
250,0.52635586
251,0.32135195
252,0.5332889
253,0.32389414
254,0.52635586
255,0.6049761
256,0.5332889
257,0.36024082
258,0.36024082
259,0.36024082
260,0.52635586
261,0.32135195
262,0.26131785
263,0.6049761
264,0.30529842
265,0.36024082
266,0.36024082
267,0.3889294
268,0.54057914
269,0.52635586
270,0.36024082
271,0.30529842
272,0.32389414
273,0.5384295
274,0.5384295
275,0.36024082
276,0.5757369
277,0.32135195
278,0.32135195
279,0.32090726
280,0.6049761
281,0.36024082
282,0.32135195
283,0.36024082
284,0.32135195
285,0.36024082
286,0.32389414
287,0.30529842
288,0.36024082
289,0.32135195
290,0.36024082
291,0.32389414
292,0.5757369
293,0.30529842
294,0.36024082
295,0.36024082
296,0.30529842
297,0.36024082
298,0.43400162
299,0.32389414
300,0.5384295
301,0.32135195
302,0.56163573
303,0.30529842
304,0.36024082
305,0.32135195
306,0.4214842
307,0.30529842
308,0.54057914
309,0.52635586
310,0.32389414
311,0.36024082
312,0.2895847
313,0.5714214
314,0.32135195
315,0.6049761
316,0.36024082
317,0.5384295
318,0.32135195
319,0.56163573
320,0.5714214
321,0.36024082
322,0.32389414
323,0.32135195
324,0.56163573
325,0.3889294
326,0.32135195
327,0.32389414
328,0.32389414
329,0.5332889
330,0.52635586
331,0.56163573
332,0.32389414
333,0.5757369
334,0.56163573
335,0.5384295
336,0.30529842
337,0.5384295
338,0.32389414
339,0.36024082
340,0.30529842
341,0.5332889
342,0.26131785
343,0.36024082
344,0.36024082
345,0.32135195
346,0.36024082
347,0.32135195
348,0.52635586
349,0.56163573
350,0.36024082
351,0.32389414
352,0.36024082
353,0.56163573
354,0.5757369
355,0.30529842
356,0.32135195
357,0.5757369
358,0.32135195
359,0.36024082
360,0.36024082
361,0.2895847
362,0.5384295
363,0.5757369
364,0.30529842
365,0.54057914
366,0.32135195
367,0.5384295
368,0.32389414
369,0.32389414
370,0.36024082
371,0.52635586
372,0.54057914
373,0.32389414
374,0.32389414
375,0.3889294
376,0.52635586
377,0.32389414
378,0.5332889
379,0.36024082
380,0.32389414
381,0.32389414
382,0.56163573
383,0.32389414
384,0.54057914
385,0.36024082
386,0.36024082
387,0.3889294
388,0.36024082
389,0.32135195
390,0.36024082
391,0.43400162
392,0.32389414
393,0.6049761
394,0.5757369
395,0.6049761
396,0.32135195
397,0.36024082
398,0.30529842
399,0.32135195
400,0.36024082
401,0.32135195
402,0.36024082
403,0.52635586
404,0.5757369
405,0.32135195
406,0.5757369
407,0.32135195
408,0.5714214
409,0.36024082
410,0.32090726
411,0.32389414
412,0.36024082
413,0.5757369
414,0.32135195
415,0.32135195
416,0.30529842
417,0.5332889
418,0.5714214
419,0.32389414
420,0.5714214
421,0.32389414
422,0.32135195
423,0.32389414
424,0.5332889
425,0.5714214
426,0.32135195
427,0.54057914
428,0.36024082
429,0.32389414
430,0.32135195
431,0.32135195
432,0.54057914
433,0.5384295
434,0.30529842
435,0.5384295
436,0.43400162
437,0.2895847
438,0.32090726
439,0.2895847
440,0.32135195
441,0.6049761
442,0.36024082
443,0.5757369
444,0.32389414
445,0.36024082
446,0.5332889
447,0.5384295
448,0.30529842
449,0.44495025
450,0.36024082
451,0.4214842
452,0.52635586
453,0.32135195
454,0.5384295
455,0.32389414
456,0.32389414
457,0.36024082
458,0.52635586
459,0.36024082
460,0.36024082
461,0.36024082
462,0.36024082
463,0.30529842
464,0.32389414
465,0.30529842
466,0.32389414
467,0.30529842
468,0.36024082
469,0.32389414
470,0.44495025
471,0.36024082
472,0.36024082
473,0.43400162
474,0.30529842
475,0.32389414
476,0.32135195
477,0.5384295
478,0.5757369
479,0.36024082
480,0.54057914
481,0.26131785
482,0.32135195
483,0.36024082
484,0.36024082
485,0.5384295
486,0.3889294
487,0.5757369
488,0.30529842
489,0.32135195
490,0.5332889
491,0.54057914
492,0.30529842
493,0.32389414
494,0.36024082
495,0.32135195
496,0.32135195
497,0.5384295
498,0.32389414
499,0.5214072
500,0.32389414
501,0.32135195
502,0.30529842
503,0.36024082
504,0.36024082
505,0.36024082
506,0.54057914
507,0.56163573
508,0.36024082
509,0.32389414
510,0.32389414
511,0.30529842
512,0.32389414
513,0.36024082
514,0.52635586
515,0.36024082
516,0.36024082
517,0.36024082
518,0.32135195
519,0.52635586
520,0.32135195
521,0.32389414
522,0.30529842
523,0.30529842
524,0.52635586
525,0.32389414
526,0.36024082
527,0.36024082
528,0.30529842
529,0.36024082
530,0.43400162
531,0.56163573
532,0.32135195
533,0.6049761
534,0.6049761
535,0.32389414
536,0.6049761
537,0.32135195
538,0.30529842
539,0.36024082
540,0.5332889
541,0.56163573
542,0.32090726
543,0.2895847
544,0.52635586
545,0.5384295
546,0.32135195
547,0.52635586
548,0.36024082
549,0.5714214
550,0.5332889
551,0.56163573
552,0.36024082
553,0.30529842
554,0.36024082
555,0.30529842
556,0.30529842
557,0.52635586
558,0.36024082
559,0.56163573
560,0.52635586
561,0.36024082
562,0.30529842
563,0.32135195
564,0.32135195
565,0.30529842
566,0.56163573
567,0.32389414
568,0.3889294
569,0.32389414
570,0.30529842
571,0.36024082
572,0.6049761
573,0.32389414
574,0.30529842
575,0.30529842
576,0.32389414
577,0.32389414
578,0.52635586
579,0.54057914
580,0.36024082
581,0.5714214
582,0.56163573
583,0.32135195
584,0.32389414
585,0.32389414
586,0.5332889
587,0.32389414
588,0.56163573
589,0.32389414
590,0.32389414
591,0.30529842
592,0.54057914
593,0.30529842
594,0.5714214
595,0.5757369
596,0.5714214
597,0.32135195
598,0.32135195
599,0.30529842
600,0.54057914
601,0.5214072
602,0.32135195
603,0.32389414
604,0.36024082
605,0.30529842
606,0.5384295
607,0.30529842
608,0.30529842
609,0.5214072
610,0.30529842
611,0.32090726
612,0.36024082
613,0.5384295
614,0.32389414
615,0.30529842
616,0.5214072
617,0.56163573
618,0.5757369
619,0.43400162
620,0.30529842
621,0.54057914
622,0.52635586
623,0.56163573
