PassengerId,Survived
1,0.24307895
2,0.74819636
3,0.57414997
4,0.7493499
5,0.27014947
6,0.2615464
7,0.39648256
8,0.38097742
9,0.539816
10,0.65457237
11,0.6254991
12,0.61864763
13,0.28145063
14,0.35445473
15,0.61522233
16,0.6138588
17,0.43942705
18,0.29076412
19,0.67329645
20,0.5549056
21,0.38593212
22,0.3128238
23,0.5116314
24,0.3813474
25,0.556696
26,0.5338993
27,0.25407815
28,0.45085418
29,0.54815465
30,0.2658776
31,0.43113014
32,0.7396151
33,0.54815465
34,0.29422233
35,0.41841576
36,0.40924096
37,0.25407815
38,0.256922
39,0.58446854
40,0.61013544
41,0.5286669
42,0.6721917
43,0.2658776
44,0.53098404
45,0.5347274
46,0.275128
47,0.31995967
48,0.54815465
49,0.32344237
50,0.6261796
51,0.40658915
52,0.27783108
53,0.7422113
54,0.62935907
55,0.41162843
56,0.37599555
57,0.6552505
58,0.269704
59,0.599644
60,0.3454365
61,0.26524156
62,0.7486492
63,0.41121298
64,0.38108233
65,0.3999125
66,0.29471758
67,0.5915286
68,0.2758043
69,0.49371037
70,0.29371375
71,0.31502438
72,0.6568459
73,0.40346023
74,0.32344797
75,0.40002793
76,0.28075385
77,0.2432502
78,0.25899428
79,0.43050173
80,0.6464752
81,0.26483905
82,0.26774344
83,0.559487
84,0.39443973
85,0.6557896
86,0.51885486
87,0.40728635
88,0.275128
89,0.68803155
90,0.25850126
91,0.26697624
92,0.28854024
93,0.3967839
94,0.33805183
95,0.26508573
96,0.25899428
97,0.35752568
98,0.38335675
99,0.5850379
100,0.39579
101,0.5153942
102,0.2658776
103,0.47044194
104,0.26189038
105,0.27739272
106,0.25297943
107,0.56851673
108,0.2733789
109,0.24666543
110,0.60759556
111,0.35109565
112,0.5895168
113,0.27185422
114,0.5588495
115,0.6460522
116,0.25867748
117,0.27013567
118,0.3219014
119,0.4083099
120,0.5512021
121,0.39069647
122,0.275128
123,0.42570746
124,0.6297308
125,0.42222893
126,0.38200653
127,0.27252555
128,0.2393544
129,0.5271936
130,0.24594201
131,0.28843397
132,0.2738851
133,0.61471
134,0.6585423
135,0.29521617
136,0.30607048
137,0.59524095
138,0.38249758
139,0.3622271
140,0.4204612
141,0.57998717
142,0.5338034
143,0.5885059
144,0.27860966
145,0.34597602
146,0.4215104
147,0.29413116
148,0.47732636
149,0.3364316
150,0.2914009
151,0.29350862
152,0.71891737
153,0.2874429
154,0.31527638
155,0.26281768
156,0.42222893
157,0.5323845
158,0.24562722
159,0.2615464
160,0.29628575
161,0.30823714
162,0.62708545
163,0.2928611
164,0.31742245
165,0.40658915
166,0.41558665
167,0.74378115
168,0.54972774
169,0.32298118
170,0.41773793
171,0.3696347
172,0.3830659
173,0.58651376
174,0.2840492
175,0.37069082
176,0.34934917
177,0.3019237
178,0.6110166
179,0.31392956
180,0.2608769
181,0.6625611
182,0.28788397
183,0.3667276
184,0.40658915
185,0.5558857
186,0.40655315
187,0.5895662
188,0.41740572
189,0.3077121
190,0.2662164
191,0.61720204
192,0.3275155
193,0.5347274
194,0.42539623
195,0.6110166
196,0.7421557
197,0.27252555
198,0.2967476
199,0.59753555
200,0.61180586
201,0.27491093
202,0.34475422
203,0.26495448
204,0.24594201
205,0.27763534
206,0.64531356
207,0.34242028
208,0.29776168
209,0.53782314
210,0.38108397
211,0.2393544
212,0.61219054
213,0.2602688
214,0.29731354
215,0.2892341
216,0.7436009
217,0.5628291
218,0.35682297
219,0.7366028
220,0.26431048
221,0.3164888
222,0.31574866
223,0.25277475
224,0.25574613
225,0.41739118
226,0.26199785
227,0.2954878
228,0.25044617
229,0.3775554
230,0.49862418
231,0.7467209
232,0.28078258
233,0.28825158
234,0.54574454
235,0.2697441
236,0.5566401
237,0.32416248
238,0.59811455
239,0.2954878
240,0.33070523
241,0.60936457
242,0.5895662
243,0.28271842
244,0.26373962
245,0.24895155
246,0.4140777
247,0.60441476
248,0.57036936
249,0.38373357
250,0.30647555
251,0.25407815
252,0.5587567
253,0.41258454
254,0.3177465
255,0.5655663
256,0.5374082
257,0.745895
258,0.75006324
259,0.75157404
260,0.6126038
261,0.2733789
262,0.3798369
263,0.42680135
264,0.26508573
265,0.59753555
266,0.27618697
267,0.40526822
268,0.3132629
269,0.7459105
270,0.75157404
271,0.410754
272,0.2512139
273,0.590142
274,0.3863786
275,0.59753555
276,0.74306226
277,0.565731
278,0.25407815
279,0.43942705
280,0.5699523
281,0.25518468
282,0.28805432
283,0.3190826
284,0.274095
285,0.3267787
286,0.28656715
287,0.2576111
288,0.25204754
289,0.2914009
290,0.6024998
291,0.7440135
292,0.7279794
293,0.3128238
294,0.5703646
295,0.25717592
296,0.41572908
297,0.2690203
298,0.68803155
299,0.41052568
300,0.7421557
301,0.57931066
302,0.32344237
303,0.28236762
304,0.61535937
305,0.25899428
306,0.4403111
307,0.72837394
308,0.74539447
309,0.3228365
310,0.7401511
311,0.7450121
312,0.67065287
313,0.59847283
314,0.26984286
315,0.3822018
316,0.6028602
317,0.6117846
318,0.28825158
319,0.6892661
320,0.7197062
321,0.26373962
322,0.2535665
323,0.65052843
324,0.5555802
325,0.4172044
326,0.7467209
327,0.24124317
328,0.6289959
329,0.523191
330,0.7257634
331,0.5633131
332,0.40765953
333,0.41739118
334,0.46209803
335,0.72837394
336,0.2658776
337,0.41164762
338,0.7490565
339,0.25019667
340,0.37041014
341,0.43854925
342,0.59572184
343,0.2958763
344,0.29521617
345,0.32613775
346,0.61180586
347,0.64146584
348,0.6035532
349,0.44449297
350,0.2602387
351,0.26199785
352,0.40829727
353,0.3359363
354,0.3408192
355,0.26281768
356,0.2820834
357,0.71975243
358,0.64146584
359,0.59597206
360,0.59597206
361,0.32999426
362,0.41428104
363,0.62291604
364,0.27890816
365,0.31636533
366,0.2539289
367,0.74093103
368,0.51364577
369,0.559487
370,0.7385265
371,0.39282364
372,0.35516042
373,0.31728777
374,0.3937311
375,0.5459257
376,0.7396151
377,0.48773652
378,0.42029005
379,0.2906364
380,0.29765096
381,0.7490565
382,0.6254991
383,0.29985458
384,0.7305392
385,0.2432502
386,0.46646675
387,0.40658915
