PassengerId,Survived
1,0.573737
2,0.53354836
3,0.35312015
4,0.53354836
5,0.32295895
6,0.32295895
7,0.32314026
8,0.36950207
9,0.5628437
10,0.52925414
11,0.5628437
12,0.35312015
13,0.35312015
14,0.2609691
15,0.35312015
16,0.35312015
17,0.33675918
18,0.30786097
19,0.573737
20,0.32295895
21,0.30786097
22,0.30786097
23,0.30786097
24,0.32295895
25,0.33675918
26,0.33675918
27,0.32295895
28,0.36950207
29,0.30786097
30,0.30786097
31,0.32314026
32,0.52925414
33,0.30786097
34,0.30786097
35,0.52925414
36,0.573737
37,0.32295895
38,0.30786097
39,0.5628437
40,0.53354836
41,0.53354836
42,0.573737
43,0.30786097
44,0.479376
45,0.32314026
46,0.32314026
47,0.52925414
48,0.30786097
49,0.5628437
50,0.52925414
51,0.36950207
52,0.35312015
53,0.573737
54,0.53354836
55,0.543752
56,0.32295895
57,0.32295895
58,0.35312015
59,0.52484393
60,0.2609691
61,0.30786097
62,0.35312015
63,0.573737
64,0.2609691
65,0.32295895
66,0.5628437
67,0.32314026
68,0.32295895
69,0.33675918
70,0.5394315
71,0.30786097
72,0.33675918
73,0.32295895
74,0.52925414
75,0.32314026
76,0.35312015
77,0.35312015
78,0.32295895
79,0.5747584
80,0.30786097
81,0.32314026
82,0.32314026
83,0.32314026
84,0.30786097
85,0.32295895
86,0.479376
87,0.36950207
88,0.32314026
89,0.36950207
90,0.35312015
91,0.30786097
92,0.32295895
93,0.573737
94,0.44356644
95,0.30786097
96,0.32295895
97,0.32295895
98,0.52925414
99,0.53354836
100,0.53354836
101,0.32314026
102,0.30786097
103,0.543752
104,0.35312015
105,0.5747584
106,0.32314026
107,0.32295895
108,0.32295895
109,0.32295895
110,0.52925414
111,0.30786097
112,0.53354836
113,0.32314026
114,0.543752
115,0.32295895
116,0.35312015
117,0.30786097
118,0.52925414
119,0.53354836
120,0.33675918
121,0.5394315
122,0.32314026
123,0.543752
124,0.32314026
125,0.53354836
126,0.53354836
127,0.30786097
128,0.32314026
129,0.5394315
130,0.32295895
131,0.30786097
132,0.32295895
133,0.53354836
134,0.573737
