PassengerId,Survived
1,0.31535468
2,0.58068824
3,0.31034136
4,0.5662955
5,0.31710187
6,0.29738817
7,0.44069734
8,0.47689912
9,0.44171864
10,0.5242041
11,0.61891484
12,0.3812551
13,0.2910743
14,0.35517794
15,0.41215098
16,0.35673037
17,0.46088296
18,0.43208978
19,0.47706795
20,0.2979442
21,0.5191154
22,0.46442845
23,0.30952293
24,0.39328697
25,0.43905333
26,0.35073403
27,0.2979442
28,0.5883357
29,0.36726466
30,0.3156214
31,0.46076497
32,0.62152153
33,0.37003058
34,0.41443905
35,0.62012005
36,0.57668024
37,0.2979442
38,0.2875821
39,0.519074
40,0.5393458
41,0.3479299
42,0.49950564
43,0.3156214
44,0.45764744
45,0.4072624
46,0.31406674
47,0.44145876
48,0.37003058
49,0.4878187
50,0.49459463
51,0.42118913
52,0.38894948
53,0.5772339
54,0.5356709
55,0.5790515
56,0.36996275
57,0.42054603
58,0.32353228
59,0.62192345
60,0.36826903
61,0.31124663
62,0.60673517
63,0.6466816
64,0.38301355
65,0.44832715
66,0.43869674
67,0.3688296
68,0.30179998
69,0.32092634
70,0.3408076
71,0.46645638
72,0.40850574
73,0.46754342
74,0.43824378
75,0.49011835
76,0.3577323
77,0.2775554
78,0.2945565
79,0.5642731
80,0.43208978
81,0.2973714
82,0.31486848
83,0.40586463
84,0.4672189
85,0.43210006
86,0.43386132
87,0.4014285
88,0.31406674
89,0.5883357
90,0.2873123
91,0.31136826
92,0.39520258
93,0.5554607
94,0.45980763
95,0.30261445
96,0.2945565
97,0.36390832
98,0.53687346
99,0.41859964
100,0.54958016
101,0.31085733
102,0.3156214
103,0.62686926
104,0.30332023
105,0.32560906
106,0.31085733
107,0.31694642
108,0.39162576
109,0.30866686
110,0.43499795
111,0.40485606
112,0.4825638
113,0.29719567
114,0.38383648
115,0.42764923
116,0.29158825
117,0.34318572
118,0.42138106
119,0.6158721
120,0.44362396
121,0.54227924
122,0.31406674
123,0.5211711
124,0.44709924
125,0.6147764
126,0.5437036
127,0.37003058
128,0.26872957
129,0.45061204
130,0.30247426
131,0.34115714
132,0.30295533
133,0.4000211
134,0.4897174
135,0.40883768
136,0.4272626
137,0.5787758
138,0.49805236
139,0.3628668
140,0.5997316
141,0.4644862
142,0.38264197
143,0.4104749
144,0.31772122
145,0.45381016
146,0.57363963
147,0.42163387
148,0.38301355
149,0.5396118
150,0.4497488
151,0.39043856
152,0.5175355
153,0.29031894
