PassengerId,Survived
1,0.5080419182777405
2,0.5034295320510864
3,0.4795055389404297
4,0.5034295320510864
5,0.483195036649704
6,0.483195036649704
7,0.48126518726348877
8,0.4811798334121704
9,0.5084469318389893
10,0.5019599199295044
11,0.5084469318389893
12,0.4795055389404297
13,0.4795055389404297
14,0.46936696767807007
15,0.4795055389404297
16,0.4795055389404297
17,0.4789372980594635
18,0.48123911023139954
19,0.5080419182777405
20,0.483195036649704
21,0.48123911023139954
22,0.48123911023139954
23,0.48123911023139954
24,0.483195036649704
25,0.4789372980594635
26,0.4789372980594635
27,0.483195036649704
28,0.4811798334121704
29,0.48123911023139954
30,0.48123911023139954
31,0.48126518726348877
32,0.5019599199295044
33,0.48123911023139954
34,0.48123911023139954
35,0.5019599199295044
36,0.5080419182777405
37,0.483195036649704
38,0.48123911023139954
39,0.5084469318389893
40,0.5034295320510864
41,0.5034295320510864
42,0.5080419182777405
43,0.48123911023139954
44,0.5024935603141785
45,0.48126518726348877
46,0.48126518726348877
47,0.5019599199295044
48,0.48123911023139954
49,0.5084469318389893
50,0.5019599199295044
51,0.4811798334121704
52,0.4795055389404297
53,0.5080419182777405
54,0.5034295320510864
55,0.5056596994400024
56,0.483195036649704
57,0.483195036649704
58,0.4795055389404297
59,0.5084469318389893
60,0.46936696767807007
61,0.48123911023139954
62,0.4795055389404297
63,0.5080419182777405
64,0.46936696767807007
65,0.483195036649704
66,0.5084469318389893
67,0.48126518726348877
68,0.483195036649704
69,0.4789372980594635
70,0.5046786069869995
71,0.48123911023139954
72,0.4789372980594635
73,0.483195036649704
74,0.5019599199295044
75,0.48126518726348877
76,0.4795055389404297
77,0.4795055389404297
78,0.483195036649704
79,0.5113480091094971
80,0.48123911023139954
81,0.48126518726348877
82,0.48126518726348877
83,0.48126518726348877
84,0.48123911023139954
85,0.483195036649704
86,0.5024935603141785
87,0.4811798334121704
88,0.48126518726348877
89,0.4811798334121704
90,0.4795055389404297
91,0.48123911023139954
92,0.483195036649704
93,0.5080419182777405
94,0.49465087056159973
95,0.48123911023139954
96,0.483195036649704
97,0.483195036649704
98,0.5019599199295044
99,0.5034295320510864
100,0.5034295320510864
101,0.48126518726348877
102,0.48123911023139954
103,0.5056596994400024
104,0.4795055389404297
105,0.5113480091094971
106,0.48126518726348877
107,0.483195036649704
108,0.483195036649704
109,0.483195036649704
110,0.5019599199295044
111,0.48123911023139954
112,0.5034295320510864
113,0.48126518726348877
114,0.5056596994400024
115,0.483195036649704
116,0.4795055389404297
117,0.48123911023139954
118,0.5019599199295044
119,0.5034295320510864
120,0.4789372980594635
